N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,Output
320.0022230133411,13.805983157433229,390.99695108547843,7.379329914166635,0.650073440973646,1.0660755084345888,5.433241402169219,0.579395259256961,4.582097662219535,1.0155625391109895,13.247812708498383,0.5336119067891388,2
345.00863481925614,96.49800181907193,422.00112342362877,7.374662954159366,0.6129081713353348,0.19119595594009614,5.422371718427149,0.48631292051713587,7.047240709270538,0.6127909964283412,6.317178762006713,0.3409227565159852,2
333.0100304644408,14.910307517883183,422.00604183115297,8.265120312629056,0.48296263474600587,1.1738918053808332,8.447244071418357,0.5059090055828884,3.3199831277129452,1.0791490768873755,9.207733859753365,0.3234819372372836,2
320.00044203443144,65.80738765040527,527.9942915544293,7.4990317027036015,0.516415888396986,0.4806673169146347,1.4995865965707864,0.10939126245808359,1.1475672487162105,0.2031540584227739,13.914879065878354,0.2992704628316709,2
320.00291048851733,65.79886757950575,527.9952028038164,7.498138966119645,0.5254437430985209,0.49942293152967304,1.507716217641361,0.10755575289106863,1.1344019128335547,0.20070443123455603,13.911157803172186,0.2916158385709239,2
194.99766981749065,124.99202648466367,507.00256800053285,7.33733649580169,0.5541504158214486,1.2556386889335918,6.329862425474747,0.4188612579833487,7.048306296072739,0.8977145187170686,4.516988939698191,0.4823438712803751,2
314.0015089594991,6.803830401391923,602.0061346661195,7.399499229617601,0.5489816312491153,0.1856100870662172,17.1958655982298,0.19886760554049238,0.7318368275340809,0.2545679231311663,30.9959841052466,0.4774634428447976,2
332.99989316352827,12.69626394160426,886.9878787986986,7.104420226981805,0.42368421948546214,0.878593362214409,6.330334953586124,0.7525796960885205,4.952187270715568,1.0773547366132685,12.03397132339811,0.5837285528841537,2
319.9932170909769,13.802332149912168,390.99982179258853,7.371924340920472,0.6558236967722859,1.0663270421160098,5.425948737814927,0.5810028459861547,4.585743186747144,1.014920890905108,13.25030839924924,0.5321440825016529,2
333.0008822077764,12.698164860804583,886.9958620488968,7.100430719415232,0.41463930494007195,0.865393247582527,6.332182799020789,0.754519674205431,4.948185337822291,1.0749513464764504,12.033095771305025,0.6002874773485585,2
332.99635998529385,20.799085517794477,370.00687438209576,7.446770179104377,0.5460040399667487,0.19758628238908985,4.825233356958707,0.550613351579974,8.328123392292348,1.25161539636558,12.028738232489369,0.4985409436554223,2
333.00441554888573,14.899610814014936,421.99909760043204,8.275965537839225,0.4814937645418284,1.166241044749524,3.317868212018972,0.6057422285459837,7.6205663520526885,1.0128086101084133,11.654596144672876,0.286659279572305,2
314.0054002403286,14.897763390521707,359.0064050818087,7.040339277552637,0.4342638683756111,0.6824236640864724,5.125768216725046,0.1667822508384127,6.115149804087906,0.8783261233394672,3.7379817576837904,0.20522438710325322,2
358.0103126245962,10.694662335428728,665.0001210972833,7.307061102777077,0.6196017930437714,0.6222618589812486,4.094688032359265,0.44214153548603824,0.6690642786749773,0.27492864997839933,10.615936930257822,1.502947818210093,2
320.0016289815829,13.800971921507887,390.99823416853593,7.381692419217308,0.6485229929493048,1.0708423048813482,5.436587987678039,0.5749672871736018,4.585699392805645,1.0265855753366993,13.249409657365044,0.519390725504957,2
320.0064849727328,65.7998856596885,527.9950034888385,7.497476125393859,0.5242031001325228,0.49273366784100686,1.4988053395041516,0.10816587794092657,1.1380412092547807,0.1953879490775075,13.928076878447348,0.2883883976539433,2
320.0076065802596,13.80499155449074,390.99784189843643,7.382018650451683,0.6498790219680455,0.6754814906963494,7.541621796408608,0.374104801044201,5.415938396942308,0.8876769135135081,9.051005798279364,0.6314164393577307,2
